"","DateTime","Northing","Easting","Pressure","Temperature","Heading","Pitch","Roll","Direction.Avg","Speed.Avg"
"1",2021-08-04 18:45:00,0.0116959143794289,-0.0822423252698101,1.175,27.04,36.9,-0.9,8.4,-81.9060786036091,0.0830698168949238
"2",2021-08-04 18:47:00,0.0594881071787316,-0.0772956315430823,1.18,27.03,37,-0.8,8.4,-52.4174727443548,0.0975369137883303
"3",2021-08-04 18:49:00,0.020319719668581,-0.0575361707307642,1.175,27.03,36.9,-0.8,8.4,-70.548599596149,0.061018865523454
"4",2021-08-04 18:51:00,0.0594781445329247,-0.0801084248866031,1.192,27.03,37,-0.8,8.4,-53.4072021353161,0.0997747934845871
"5",2021-08-04 18:53:00,0.0215746638177272,-0.0724190104737298,1.18,27.03,37,-0.8,8.4,-73.410449651521,0.0755644042975404
"6",2021-08-04 18:55:00,0.0340514862921829,-0.0441493408211587,1.185,27.03,36.9,-0.8,8.4,-52.3577304767636,0.0557554303512182
"7",2021-08-04 18:57:00,0.0146278286081253,-0.0531002878874482,1.187,27.03,36.9,-0.8,8.4,-74.5984229156889,0.055078252909098
"8",2021-08-04 18:59:00,0.0343760316833418,-0.0637370915807884,1.178,27.03,36.9,-0.8,8.4,-61.6601917435375,0.0724163544889684
"9",2021-08-04 19:01:00,0.0548712804700463,-0.0993801136254322,1.198,27.03,36.9,-0.8,8.4,-61.095355936656,0.113522087739022
"10",2021-08-04 19:03:00,0.0104849803875876,-0.0400455720829139,1.191,27.03,37,-0.8,8.3,-75.3278187031325,0.0413954424686577
"11",2021-08-04 19:05:00,0.0312429893151313,-0.0688397781652866,1.196,27.03,37,-0.8,8.3,-65.5890387857227,0.0755978798591024
"12",2021-08-04 19:07:00,0.0512150030485534,-0.0603138553907027,1.187,27.03,37.1,-0.8,8.3,-49.6640289566036,0.0791248234712339
"13",2021-08-04 19:09:00,0.0206284343474538,-0.0888079328200367,1.18,27.03,36.9,-0.8,8.3,-76.9231482458006,0.0911722613265425
"14",2021-08-04 19:11:00,0.0268006351138615,-0.0951495136850753,1.204,27.02,36.9,-0.8,8.3,-74.2691360076541,0.0988519296575068
"15",2021-08-04 19:13:00,0.0525616127217791,-0.0606183878048435,1.192,27.02,36.9,-0.8,8.3,-49.0717603475339,0.0802328615467047
"16",2021-08-04 19:15:00,0.0264455059729032,-0.0556390051755763,1.181,27.02,37.1,-0.8,8.3,-64.5780181322162,0.0616040882011143
"17",2021-08-04 19:17:00,0.0296617584949333,-0.104425891330663,1.185,27.02,37,-0.8,8.3,-74.1430138060855,0.108556836252791
"18",2021-08-04 19:19:00,0.0592624161514706,-0.0722088753117817,1.19,27.02,37.1,-0.8,8.3,-50.623993104802,0.0934138942658024
"19",2021-08-04 19:21:00,0.0427087953451112,-0.0760647052975726,1.194,27.02,37.1,-0.8,8.3,-60.6866694954623,0.087234629544907
"20",2021-08-04 19:23:00,0.0294997857322333,-0.131201963935483,1.221,27.01,37,-0.8,8.3,-77.3282026617644,0.134477480266309
"21",2021-08-04 19:25:00,0.0364817472823221,-0.0574428658972201,1.185,27.01,37,-0.8,8.3,-57.580523831834,0.0680485174508396
"22",2021-08-04 19:27:00,0.0273507335706821,-0.0967717212093876,1.189,27.01,37.1,-0.8,8.3,-74.2180384695634,0.100562560889637
"23",2021-08-04 19:29:00,0.055931551080595,-0.0668090012450063,1.207,27.01,36.9,-0.8,8.3,-50.0644065627081,0.0871308272291527
"24",2021-08-04 19:31:00,0.0130243110768146,-0.073558446690495,1.201,27.01,37,-0.8,8.3,-79.959232968254,0.0747025953936276
"25",2021-08-04 19:33:00,0.0265161019474003,-0.0949031568812571,1.205,27,36.9,-0.8,8.3,-74.3895471679245,0.0985378751978822
"26",2021-08-04 19:35:00,0.0490901289860577,-0.0667950708979717,1.207,27,36.9,-0.8,8.3,-53.6864795197753,0.0828940423681512
"27",2021-08-04 19:37:00,0.0358023062198492,-0.057590440574313,1.199,27,37,-0.8,8.3,-58.1319821137387,0.0678119751681318
"28",2021-08-04 19:39:00,0.00156724954100143,-0.100637833574073,1.208,27,37,-0.8,8.3,-89.1077955204804,0.10065003635174
"29",2021-08-04 19:41:00,0.0679930054024413,-0.0789137054598115,1.207,27,37,-0.8,8.3,-49.2514140405406,0.104165357451767
"30",2021-08-04 19:43:00,0.0171837611034315,-0.0900560169469449,1.216,26.99,36.9,-0.8,8.3,-79.1971411043271,0.0916807931576087
"31",2021-08-04 19:45:00,0.0636599451082039,-0.0809302806733138,1.224,26.99,36.9,-0.8,8.3,-51.8113282975197,0.102967465449242
"32",2021-08-04 19:47:00,0.00712920923129892,-0.105894793674594,1.213,26.99,37,-0.8,8.3,-86.1484589609193,0.106134504058051
"33",2021-08-04 19:49:00,0.0740164404399114,-0.0830208244819315,1.205,26.99,36.9,-0.8,8.3,-48.281698219272,0.111224506081415
"34",2021-08-04 19:51:00,0.0419341999599062,-0.0691596724595396,1.224,26.98,37,-0.8,8.3,-58.7699368927417,0.0808797713954992
"35",2021-08-04 19:53:00,0.0402546671607375,-0.0391518467752711,1.216,26.98,37,-0.8,8.3,-44.2043109766189,0.0561542993379498
"36",2021-08-04 19:55:00,0.0394570017476904,-0.0782795228816447,1.203,26.98,36.9,-0.8,8.3,-63.2494898523402,0.0876615006117005
"37",2021-08-04 19:57:00,0.0369326040805702,-0.059285459435363,1.228,26.98,36.9,-0.8,8.3,-58.0786513570593,0.0698482851946576
"38",2021-08-04 19:59:00,0.0852245752156579,-0.0588548316293698,1.221,26.98,37,-0.8,8.3,-34.6283848522022,0.103571808069623
"39",2021-08-04 20:01:00,0.0107057566107149,-0.110975784240117,1.227,26.97,36.9,-0.8,8.3,-84.4897671841822,0.111490976820176
"40",2021-08-04 20:03:00,0.0386784563808469,-0.0816490336702574,1.222,26.97,37,-0.8,8.3,-64.6523348859433,0.0903470402796456
"41",2021-08-04 20:05:00,0.0954554154451746,-0.112891531252461,1.224,26.97,37,-0.8,8.3,-49.7838154477024,0.147838540869208
"42",2021-08-04 20:07:00,0.0545126569160267,-0.0658388704304763,1.247,26.96,36.9,-0.8,8.3,-50.3762387003167,0.0854774041697891
"43",2021-08-04 20:09:00,0.0270123413051569,-0.0196699998219547,1.246,26.96,36.9,-0.8,8.3,-36.0615705952357,0.0334151982753654
